0,0,3615.5487410318133,4
0,50,7946.61641089716,4
0,100,15582.596450123605,4
0,150,8861.172369547437,4
0,200,18731.120024777745,4
0,250,11868.200351783094,4
0,300,13377.437563612586,4
0,350,7.689015347807762,4
0,400,0,3
0,450,0,3
0,500,6.661132672026321,4
0,550,0,3
0,600,0,3
0,650,0,3
0,700,0,3
0,750,8820.994886783383,4
0,800,0,3
0,850,0,3
0,900,0,3
0,950,0,3
0,1e3,0,3
500,0,12.124043658886704,1
500,50,137.38471856611886,4
500,100,0,3
500,150,9.716473990069714,4
500,200,9.119445262969359,4
500,250,8.583471655647486,4
500,300,8.258790047727192,4
500,350,0,3
500,400,0,3
500,450,0,3
500,500,0,3
500,550,0,3
500,600,6.125658030033642,4
500,650,0,3
500,700,0,3
500,750,0,3
500,800,0,3
500,850,0,3
500,900,0,3
500,950,0,3
500,1e3,0,3
1e3,0,12.124038600848838,1
1e3,50,11.19804404597896,4
1e3,100,10.404335173581051,4
1e3,150,0,3
1e3,200,0,3
1e3,250,0,3
1e3,300,0,3
1e3,350,0,3
1e3,400,0,3
1e3,450,0,3
1e3,500,0,3
1e3,550,0,3
1e3,600,6.206786549571455,4
1e3,650,5.890644298100682,4
1e3,700,0,3
1e3,750,0,3
1e3,800,0,3
1e3,850,0,3
1e3,900,0,3
1e3,950,4.845627783186972,4
1e3,1e3,0,3
1500,0,12.124043620054769,1
1500,50,0,3
1500,100,10.404333183239737,4
1500,150,0,3
1500,200,9.114558256762619,4
1500,250,8.583484434648847,4
1500,300,8.111398434037085,4
1500,350,0,3
1500,400,0,3
1500,450,0,3
1500,500,0,3
1500,550,6.3814506492096745,4
1500,600,0,3
1500,650,0,3
1500,700,0,3
1500,750,0,3
1500,800,0,3
1500,850,0,3
1500,900,0,3
1500,950,0,3
1500,1e3,0,3
2e3,0,12.124043272487548,1
2e3,50,11.198044045733093,4
2e3,100,0,3
2e3,150,0,3
2e3,200,0,3
2e3,250,0,3
2e3,300,0,3
2e3,350,0,3
2e3,400,0,3
2e3,450,6.967670091855042,4
2e3,500,6.6630997711221,4
2e3,550,6.383689353120962,4
2e3,600,0,3
2e3,650,0,3
2e3,700,0,3
2e3,750,0,3
2e3,800,0,3
2e3,850,0,3
2e3,900,0,3
2e3,950,0,3
2e3,1e3,0,3
2500,0,12.124042843463174,1
2500,50,0,3
2500,100,10.404336196155342,4
2500,150,9.716452314014294,4
2500,200,0,3
2500,250,8.583471652145061,4
2500,300,0,3
2500,350,7.689013357167594,4
2500,400,0,3
2500,450,6.9676403538005784,4
2500,500,6.761144293796712,4
2500,550,0,3
2500,600,0,3
2500,650,0,3
2500,700,0,3
2500,750,0,3
2500,800,0,3
2500,850,0,3
2500,900,0,3
2500,950,0,3
2500,1e3,0,3
3e3,0,12.124043868511993,1
3e3,50,11.198042054436858,4
3e3,100,10.4043343587421,4
3e3,150,9.716452165324059,4
3e3,200,0,3
3e3,250,0,3
3e3,300,8.111396440520464,4
3e3,350,7.689013357352708,4
3e3,400,0,3
3e3,450,0,3
3e3,500,0,3
3e3,550,0,3
3e3,600,0,3
3e3,650,0,3
3e3,700,0,3
3e3,750,0,3
3e3,800,0,3
3e3,850,0,3
3e3,900,0,3
3e3,950,0,3
3e3,1e3,0,3
3500,0,12.124049770016377,1
3500,50,0,3
3500,100,10.45831260086671,4
3500,150,0,3
3500,200,0,3
3500,250,0,3
3500,300,8.11139644052045,4
3500,350,0,3
3500,400,7.308868677627771,4
3500,450,0,3
3500,500,0,3
3500,550,0,3
3500,600,0,3
3500,650,0,3
3500,700,5.6753760233525625,4
3500,750,5.481375718158977,4
3500,800,0,3
3500,850,0,3
3500,900,0,3
3500,950,0,3
3500,1e3,0,3
4e3,0,12.124043465110686,1
4e3,50,11.199660137348502,4
4e3,100,0,3
4e3,150,0,3
4e3,200,9.114584329153207,4
4e3,250,0,3
4e3,300,0,3
4e3,350,7.6890133572715,4
4e3,400,0,3
4e3,450,0,3
4e3,500,0,3
4e3,550,6.381448652408924,4
4e3,600,0,3
4e3,650,0,3
4e3,700,5.675376189139999,4
4e3,750,0,3
4e3,800,0,3
4e3,850,5.14022023628052,4
4e3,900,0,3
4e3,950,0,3
4e3,1e3,0,3
4500,0,12.124044075176954,1
4500,50,11.198042054437373,4
4500,100,10.40433318228696,4
4500,150,9.716460586427381,4
4500,200,9.11455825721532,4
4500,250,0,3
4500,300,0,3
4500,350,0,3
4500,400,0,3
4500,450,6.9676423450345695,4
4500,500,0,3
4500,550,0,3
4500,600,0,3
4500,650,0,3
4500,700,5.67538000856114,4
4500,750,5.481376005424315,4
4500,800,0,3
4500,850,0,3
4500,900,0,3
4500,950,0,3
4500,1e3,0,3
5e3,0,12.124046498697123,1
5e3,50,11.19818349841537,4
5e3,100,10.404333182286928,4
5e3,150,9.716559095213494,4
5e3,200,9.114556426282403,4
5e3,250,8.583472457679603,4
5e3,300,0,3
5e3,350,0,3
5e3,400,0,3
5e3,450,0,3
5e3,500,15.953394060138377,4
5e3,550,0,3
5e3,600,6.125133003217561,4
5e3,650,0,3
5e3,700,0,3
5e3,750,5.494397834985771,4
5e3,800,0,3
5e3,850,0,3
5e3,900,0,3
5e3,950,0,3
5e3,1e3,0,3
5500,0,12.12404608469258,1
5500,50,11.198044045733262,4
5500,100,10.404335173700852,4
5500,150,9.716452160645678,4
5500,200,0,3
5500,250,0,3
5500,300,0,3
5500,350,7.689211754347325,4
5500,400,0,3
5500,450,6.967640372020568,4
5500,500,0,3
5500,550,6.381448427030688,4
5500,600,0,3
5500,650,0,3
5500,700,0,3
5500,750,8.427821502110167,4
5500,800,0,3
5500,850,0,3
5500,900,0,3
5500,950,0,3
5500,1e3,4.715141757120863,4
6e3,0,12.12404244815079,1
6e3,50,11.19804208279579,4
6e3,100,10.404333183644805,4
6e3,150,0,3
6e3,200,9.114558256337398,4
6e3,250,8.583473643443098,4
6e3,300,0,3
6e3,350,0,3
6e3,400,7.3088685809021765,4
6e3,450,0,3
6e3,500,0,3
6e3,550,0,3
6e3,600,6.1251327937325994,4
6e3,650,0,3
6e3,700,5.675376617385021,4
6e3,750,5.487205811554346,4
6e3,800,0,3
6e3,850,0,3
6e3,900,0,3
6e3,950,0,3
6e3,1e3,0,3
6500,0,12.124042863947157,1
6500,50,11.198055095990068,4
6500,100,10.404335173581051,4
6500,150,9.716452159850633,4
6500,200,0,3
6500,250,0,3
6500,300,8.11139644052107,4
6500,350,7.689013357388772,4
6500,400,7.308870572254677,4
6500,450,6.967642402560943,4
6500,500,0,3
6500,550,6.38144842703069,4
6500,600,0,3
6500,650,0,3
6500,700,0,3
6500,750,0,3
6500,800,0,3
6500,850,5.140192126781084,4
6500,900,0,3
6500,950,0,3
6500,1e3,0,3
7e3,0,12.12403795594868,1
7e3,50,0,3
7e3,100,10.404335173581051,4
7e3,150,9.716452940977812,4
7e3,200,0,3
7e3,250,0,3
7e3,300,8.111398441111703,4
7e3,350,0,3
7e3,400,0,3
7e3,450,0,3
7e3,500,0,3
7e3,550,0,3
7e3,600,0,3
7e3,650,0,3
7e3,700,0,3
7e3,750,5.497579831654256,4
7e3,800,5.30373862222233,4
7e3,850,0,3
7e3,900,5.001434717456213,4
7e3,950,0,3
7e3,1e3,4.715140083608592,4
7500,0,12.124042678076753,1
7500,50,11.198044046769477,4
7500,100,0,3
7500,150,0,3
7500,200,9.114556265169725,4
7500,250,0,3
7500,300,0,3
7500,350,0,3
7500,400,0,3
7500,450,0,3
7500,500,6.661170303114092,4
7500,550,0,3
7500,600,6.1251360982648695,4
7500,650,5.890645956769813,4
7500,700,0,3
7500,750,0,3
7500,800,0,3
7500,850,5.140235055551061,4
7500,900,0,3
7500,950,0,3
7500,1e3,0,3
8e3,0,12.124043552933225,1
8e3,50,11.198042055401947,4
8e3,100,10.404333277516141,4
8e3,150,9.716452160655466,4
8e3,200,9.115001336962408,4
8e3,250,8.583471652188532,4
8e3,300,8.111396440520444,4
8e3,350,0,3
8e3,400,0,3
8e3,450,0,3
8e3,500,6.661132698271277,4
8e3,550,0,3
8e3,600,6.125137569338292,4
8e3,650,5.890644493350385,4
8e3,700,5.675481826885905,4
8e3,750,5.481375738523199,4
8e3,800,0,3
8e3,850,5.140192502239074,4
8e3,900,0,3
8e3,950,0,3
8e3,1e3,0,3
8500,0,12.12404520093175,1
8500,50,11.198042055162718,4
8500,100,10.404333182293621,4
8500,150,9.71645415116227,4
8500,200,0,3
8500,250,0,3
8500,300,0,3
8500,350,0,3
8500,400,0,3
8500,450,6.967642345033301,4
8500,500,0,3
8500,550,6.381448466364496,4
8500,600,0,3
8500,650,5.890643425005846,4
8500,700,0,3
8500,750,5.754434871412359,4
8500,800,5.358232113219836,4
8500,850,0,3
8500,900,5.002823677302107,4
8500,950,0,3
8500,1e3,4.718342383487977,4
9e3,0,12.124039843290394,1
9e3,50,11.198042054436858,4
9e3,100,10.40433514097715,4
9e3,150,0,3
9e3,200,9.114556265439036,4
9e3,250,0,3
9e3,300,0,3
9e3,350,7.6890133566072585,4
9e3,400,0,3
9e3,450,6.96764041756222,4
9e3,500,0,3
9e3,550,6.381448612012965,4
9e3,600,6.125137683859714,4
9e3,650,5.890642536996967,4
9e3,700,5.675376474552151,4
9e3,750,0,3
9e3,800,0,3
9e3,850,0,3
9e3,900,4.987724290863713,4
9e3,950,0,3
9e3,1e3,0,3
9500,0,12.124042338853597,1
9500,50,11.19804205443686,4
9500,100,10.404333267879549,4
9500,150,9.716454151357752,4
9500,200,9.114556266713882,4
9500,250,0,3
9500,300,8.111396441206173,4
9500,350,0,3
9500,400,7.30886865925893,4
9500,450,0,3
9500,500,0,3
9500,550,6.406089075963233,4
9500,600,6.125141867760321,4
9500,650,5.890703083712106,4
9500,700,5.679819181311744,4
9500,750,0,3
9500,800,0,3
9500,850,0,3
9500,900,27.22621287786578,4
9500,950,4.845633054165,4
9500,1e3,0,3
1e4,0,12.124042062483552,1
1e4,50,11.198042058507616,4
1e4,100,10.404333183205129,4
1e4,150,9.716454151913004,4
1e4,200,9.114556265044614,4
1e4,250,0,3
1e4,300,0,3
1e4,350,0,3
1e4,400,0,3
1e4,450,6.967642345038056,4
1e4,500,0,3
1e4,550,0,3
1e4,600,6.125133730940808,4
1e4,650,0,3
1e4,700,5.675439547640444,4
1e4,750,0,3
1e4,800,0,3
1e4,850,0,3
1e4,900,0,3
1e4,950,95.33382825200673,4
1e4,1e3,0,3
